raster_row,raster_column,Year,Longitude,Latitude,Post_monitoring_length,survival,coral_gardening,direct_transplantation,artificial_reefs,larval_enhancement,rest_gen_n,remoteness,gravity,cumulative_impacts_mean,cumulative_impacts_trend,baa4_n_pre,baa_mean_pre,baa4_n_post,baa_mean_post,year_first_anomaly,number_of_anomalies_2100,coral_diversity
178,607,2014,123.9750018,0.6246932,9,82.33333333,1,0,1,0,1,0.27732182,119.54518,1.0452053042238483,0.08594524453649438,3,2.0,0,1.6666666666666667,2068.0,2.0,569.0
177,567,2014,103.7709177,1.2064868,5,81.05,1,0,0,0,1,0.036108926,4086.7407,2.532525739124553,0.01748180848504005,0,1.3333333333333333,0,1.1666666666666667,2073.0,10.0,548.0
177,567,2014,103.8611194,1.2232435,6,54,1,0,0,0,1,0.036108926,4086.7407,2.532525739124553,0.01748180848504005,0,1.3333333333333333,0,1.1666666666666667,2073.0,10.0,548.0
164,557,2014,98.77841,7.740738,NA,NA,0,0,1,0,NA,0.14762029,109.39851,0.7779569004348807,0.055032891987965835,4,2.1666666666666665,6,2.3333333333333335,2047.0,20.0,351.0
147,599,2014,119.8927296,16.3425356,24,22.23333333,1,0,0,0,1,0.102151915,823.1727,1.281105281013879,0.09381470048286827,3,1.8333333333333333,10,2.6666666666666665,2058.0,5.0,565.0
147,599,2014,119.8927296,16.3425356,20,90.25,1,0,1,0,1,0.102151915,823.1727,1.281105281013879,0.09381470048286827,3,1.8333333333333333,10,2.6666666666666665,2058.0,5.0,565.0
147,599,2014,119.8927296,16.3425356,19,78.5,1,0,0,0,1,0.102151915,823.1727,1.281105281013879,0.09381470048286827,3,1.8333333333333333,10,2.6666666666666665,2058.0,5.0,565.0
143,229,2014,-65.4400985,18.1262854,12,83.5,1,0,0,0,1,0.19203804,181.7178,1.3235032723146518,0.05670959624311023,3,1.8333333333333333,3,1.8333333333333333,2082.0,1.0,56.0
143,229,2014,-65.3317217,18.3062674,18,22.5,1,0,0,0,1,0.19203804,181.7178,1.3235032723146518,0.05670959624311023,3,1.8333333333333333,3,1.8333333333333333,2082.0,1.0,56.0
143,229,2014,-65.3030705,18.310394,24,73,1,0,0,0,1,0.19203804,181.7178,1.3235032723146518,0.05670959624311023,3,1.8333333333333333,3,1.8333333333333333,2082.0,1.0,56.0
143,230,2014,-64.5695896,18.4752932,72,54.57142857,1,0,0,0,1,0.34832406,763.3753,1.6129269525722107,0.06540732192255419,3,2.1666666666666665,3,2.0,2067.0,1.0,55.0
143,204,2014,-77.8938895,18.4762228,11,38.8,1,0,0,0,1,0.06998997,436.71524,2.0784857072934186,0.024864615784085664,0,1.3333333333333333,0,1.3333333333333333,2029.0,2.0,60.0
143,220,2014,-70,18.5,NA,NA,0,1,0,0,NA,0.08435415,3092.8286,1.4810476090579443,0.09872797338269787,3,2.0,3,1.8333333333333333,2047.0,19.0,58.0
143,220,2014,-70,18.5,NA,NA,0,1,0,0,NA,0.08435415,3092.8286,1.4810476090579443,0.09872797338269787,3,2.0,3,1.8333333333333333,2047.0,19.0,58.0
143,220,2014,-70,18.5,NA,NA,0,1,0,0,NA,0.08435415,3092.8286,1.4810476090579443,0.09872797338269787,3,2.0,3,1.8333333333333333,2047.0,19.0,58.0
143,220,2014,-70,18.5,NA,NA,0,1,0,0,NA,0.08435415,3092.8286,1.4810476090579443,0.09872797338269787,3,2.0,3,1.8333333333333333,2047.0,19.0,58.0
138,148,2014,-105.5701537,20.699641,12,75,1,0,0,0,1,0.14355697,-9999.0,1.3472178220849442,0.09076813358300242,14,3.0,18,3.3333333333333335,0.0,0.0,26.0
129,196,2014,-81.5357506,25.0273356,24,NA,1,0,0,0,1,0.29810607,324.0999,0.6285918838779749,0.019800061830491454,3,2.0,6,2.3333333333333335,2017.0,84.0,53.0
128,199,2014,-80.1917678,25.7635036,12,NA,1,0,0,0,1,0.049757298,4223.734,1.5808411441195693,0.045815046898232265,0,1.5,0,1.6666666666666667,2060.0,14.0,57.0
126,615,2014,127.945404,26.501301,72,NA,1,0,1,0,1,0.11053122,304.19617,1.1375705395528877,-0.018890371211719756,3,2.0,8,2.5,2033.0,34.0,367.0
124,198,2014,-81,28,NA,99.56666667,1,0,0,0,8,0.055451516,651.64233,0.0,0.0,0,1.0,0,1.5,2031.0,23.0,10.0
215,716,2015,178.0118473,-17.8483187,NA,81,0,0,1,0,NA,0.22366439,25.348314,0.0,0.0,6,1.6666666666666667,6,2.1666666666666665,2092.0,1.0,415.0
212,282,2015,-38.981778,-16.402684,3,100,1,0,0,0,1,0.1152955,98.423676,1.0256144732283097,0.03357333649977183,0,1.5,7,2.3333333333333335,2073.0,5.0,17.0
209,650,2015,145.463777,-14.6680433,12,NA,1,0,0,1,1,0.46822664,1.0408847,0.5101101258096709,0.05329462916949308,0,1.8333333333333333,11,2.8333333333333335,2055.0,7.0,420.0
197,598,2015,119.4411476,-8.5850461,24,NA,0,0,1,0,NA,0.14618756,80.949554,0.6848911145696713,0.06774372412751706,3,1.8333333333333333,7,2.3333333333333335,2052.0,15.0,569.0
188,471,2015,55.6620239,-4.3314832,36,NA,1,0,0,0,2,4.610229,289.0818,0.4787705926527902,0.07351507432820252,3,1.8333333333333333,7,2.1666666666666665,2052.0,20.0,302.0
188,471,2015,55.6620239,-4.3314832,7,NA,0,0,1,0,23,4.610229,289.0818,0.4787705926527902,0.07351507432820252,3,1.8333333333333333,7,2.1666666666666665,2052.0,20.0,302.0
188,471,2015,55.6620239,-4.3314832,NA,NA,0,0,1,0,2,4.610229,289.0818,0.4787705926527902,0.07351507432820252,3,1.8333333333333333,7,2.1666666666666665,2052.0,20.0,302.0
177,567,2015,103.9832089,1.3450101,24,15.9,0,0,1,0,4,0.036108926,4086.7407,2.532525739124553,0.01748180848504005,0,1.3333333333333333,0,1.3333333333333333,2073.0,10.0,548.0
164,629,2015,134.58252,7.51498,12,NA,1,0,0,0,1,3.1932924,1.3550583,0.6949239433447061,0.08866105224414324,3,2.0,3,2.1666666666666665,0.0,0.0,342.0
155,236,2015,-61.6238565,12.1242614,NA,NA,0,1,0,0,NA,0.5969511,106.19312,1.6491608482313476,0.12911074491010985,7,2.3333333333333335,6,2.1666666666666665,2052.0,5.0,57.0
155,222,2015,-68.99002,12.16957,31,1.95,1,0,0,0,1,0.38616654,508.68967,1.3582668443435386,0.09883146232969484,10,2.5,13,2.6666666666666665,2022.0,9.0,62.0
147,599,2015,119.8927296,16.3425356,12,8.333333333,1,0,0,0,2,0.102151915,823.1727,1.281105281013879,0.09381470048286827,3,2.0,11,2.8333333333333335,2058.0,5.0,565.0
147,599,2015,119.8927296,16.3425356,12,89.5,0,1,0,0,3,0.102151915,823.1727,1.281105281013879,0.09381470048286827,3,2.0,11,2.8333333333333335,2058.0,5.0,565.0
144,230,2015,-64.810145,17.771639,3,NA,1,0,0,0,1,0.41022912,389.89072,1.6527130198950422,0.08101589512289348,3,2.0,3,2.0,2082.0,1.0,55.0
144,226,2015,-66.7162855,17.9949661,108,NA,1,0,0,0,1,0.10080886,905.2222,1.4481627487406181,0.10963489674419513,3,2.1666666666666665,3,2.0,2066.0,6.0,57.0
144,226,2015,-66.7162855,17.9949661,108,NA,1,0,1,0,1,0.10080886,905.2222,1.4481627487406181,0.10963489674419513,3,2.1666666666666665,3,2.0,2066.0,6.0,57.0
143,229,2015,-65.3030705,18.310394,12,63.525,1,0,0,0,1,0.19203804,181.7178,1.3235032723146518,0.05670959624311023,3,1.8333333333333333,3,2.0,2082.0,1.0,56.0
140,199,2015,-80.0367259,19.6897268,2.9,100,1,0,0,0,1,0.87385446,11.705882,1.114431373081884,0.01906483824210488,3,1.8333333333333333,3,1.8333333333333333,0.0,0.0,60.0
129,196,2015,-81.5357506,25.0273356,0.8,NA,1,0,0,0,1,0.29810607,324.0999,0.6285918838779749,0.019800061830491454,6,2.1666666666666665,6,2.3333333333333335,2017.0,84.0,53.0
124,198,2015,-81,28,12,90.12,1,0,0,0,1,0.055451516,651.64233,0.0,0.0,0,1.0,0,1.6666666666666667,2031.0,23.0,10.0
124,198,2015,-81,28,7,89.2,1,0,0,0,1,0.055451516,651.64233,0.0,0.0,0,1.0,0,1.6666666666666667,2031.0,23.0,10.0
120,429,2015,34.951925,29.557669,17,63.4,1,0,0,0,2,0.13291189,698.36365,3.117835036902265,0.14835205612365499,3,2.0,6,2.1666666666666665,2030.0,28.0,302.0
215,716,2016,178.0118473,-17.8483187,NA,NA,0,0,1,0,NA,0.22366439,25.348314,0.0,0.0,9,2.0,3,2.0,2092.0,1.0,415.0
188,471,2016,55.6620239,-4.3314832,NA,NA,1,0,0,0,2,4.610229,289.0818,0.4787705926527902,0.07351507432820252,4,2.0,7,2.1666666666666665,2052.0,20.0,302.0
188,471,2016,55.6620239,-4.3314832,24,NA,0,1,0,0,2,4.610229,289.0818,0.4787705926527902,0.07351507432820252,4,2.0,7,2.1666666666666665,2052.0,20.0,302.0
169,505,2016,72.9932969,5.2396042,4,96,1,0,0,0,1,0.52444535,20.71,0.5888187430828111,0.0908435925620407,3,1.5,3,1.8333333333333333,2029.0,58.0,244.0
147,183,2016,-88.1971864,16.4434667,114,94,1,0,0,0,1,0.23209956,131.31705,0.9799105243930005,0.08495247863749104,6,2.3333333333333335,19,3.5,2071.0,3.0,58.0
143,203,2016,-78.032954,18.176108,NA,NA,0,1,0,0,NA,0.09497554,485.12842,1.3069472689326511,0.04445697258688677,0,1.3333333333333333,0,1.5,2029.0,2.0,60.0
140,218,2016,-70.5189177,19.7519321,NA,NA,0,0,1,0,NA,0.042222343,5048.4746,1.5569396730790934,0.034881263118102857,0,1.6666666666666667,3,2.0,2048.0,10.0,57.0
130,198,2016,-80.560895,24.9848529,13,77.5,1,0,0,0,1,0.17652258,219.44888,1.4199306507057372,0.03630148422271309,6,2.1666666666666665,9,2.5,2031.0,36.0,56.0
129,196,2016,-81.5357506,25.0273356,120,NA,1,0,0,0,1,0.29810607,324.0999,0.6285918838779749,0.019800061830491454,6,2.1666666666666665,3,2.1666666666666665,2017.0,84.0,53.0
126,615,2016,127.945404,26.501301,NA,NA,0,1,0,0,1,0.11053122,304.19617,1.1375705395528877,-0.018890371211719756,7,2.1666666666666665,8,2.6666666666666665,2033.0,34.0,367.0
121,429,2016,34.5,29.5,24,87.3,0,1,0,0,17,0.105041705,375.64758,1.5639729155015878,0.12491214044011119,12,2.5,16,3.0,2030.0,37.0,302.0
213,651,2017,145.990731,-16.923792,12,91,0,0,1,0,1,0.063742265,24.232237,0.9066130855470956,0.03628271896746316,4,2.0,7,2.4,2064.0,5.0,418.0
177,567,2017,103.8542344,1.2229878,6,89.7,0,0,1,0,6,0.036108926,4086.7407,2.532525739124553,0.01748180848504005,0,1.3333333333333333,0,1.2,2073.0,10.0,548.0
177,567,2017,103.8542344,1.2229878,6,76,0,0,1,0,4,0.036108926,4086.7407,2.532525739124553,0.01748180848504005,0,1.3333333333333333,0,1.2,2073.0,10.0,548.0
177,567,2017,103.8611194,1.2232435,NA,NA,0,0,1,0,2,0.036108926,4086.7407,2.532525739124553,0.01748180848504005,0,1.3333333333333333,0,1.2,2073.0,10.0,548.0
171,507,2017,73.5093474,4.1754959,1,NA,0,0,1,0,1,0.11315006,85.85918,0.7788984680162023,0.09514267339228275,4,1.8333333333333333,0,1.6,2047.0,10.0,244.0
169,505,2017,72.9932969,5.2396042,12,98,0,0,1,0,27,0.52444535,20.71,0.5888187430828111,0.0908435925620407,3,1.5,0,1.6,2029.0,58.0,244.0
169,505,2017,72.9932969,5.2396042,6,95,0,0,1,0,16,0.52444535,20.71,0.5888187430828111,0.0908435925620407,3,1.5,0,1.6,2029.0,58.0,244.0
169,505,2017,72.9932969,5.2396042,6,NA,0,0,1,0,16,0.52444535,20.71,0.5888187430828111,0.0908435925620407,3,1.5,0,1.6,2029.0,58.0,244.0
169,506,2017,73.1120936,5.2862175,NA,NA,1,0,0,0,1,0.445081,20.997726,0.6911558565413791,0.09533492884286468,3,1.5,0,1.4,2029.0,54.0,244.0
155,222,2017,-68.99002,12.16957,12,56,1,0,0,0,1,0.38616654,508.68967,1.3582668443435386,0.09883146232969484,9,2.3333333333333335,10,2.6,2022.0,9.0,62.0
155,578,2017,109.1967488,12.2387911,NA,NA,0,0,1,0,NA,0.066586174,533.85175,1.8983603156044742,0.15117924911901362,0,1.8333333333333333,6,2.4,2019.0,16.0,398.0
152,607,2017,123.8500045,13.8076519,NA,NA,1,0,1,0,NA,0.12583917,678.5583,1.3655160031872087,0.08369812653343786,9,2.5,6,2.4,2026.0,22.0,568.0
151,601,2017,120.6890055,14.0940383,NA,NA,1,0,1,0,NA,0.026778437,2310.8643,1.8377713078675284,0.08377810302613814,17,3.1666666666666665,18,3.6,2048.0,13.0,570.0
147,599,2017,119.8927296,16.3425356,36,NA,0,0,0,1,1,0.102151915,823.1727,1.281105281013879,0.09381470048286827,7,2.5,7,2.6,2058.0,5.0,565.0
144,230,2017,-64.8347992,17.7245968,7,NA,1,0,0,0,1,0.41022912,389.89072,1.6527130198950422,0.08101589512289348,0,1.8333333333333333,3,2.0,2082.0,1.0,55.0
144,157,2017,-101.5,18,12,65.595,1,0,0,0,1,0.12239825,-9999.0,0.0,0.0,7,2.5,0,1.6,2051.0,8.0,24.0
140,199,2017,-80.0367259,19.6897268,2.8,85,1,0,0,0,1,0.87385446,11.705882,1.114431373081884,0.01906483824210488,3,1.6666666666666667,0,1.6,0.0,0.0,60.0
137,44,2017,-157.8711253,21.3040736,NA,83.22222222,0,0,1,0,2,0.057469476,2921.7761,0.9496859532138676,-0.02153773815910176,3,1.3333333333333333,0,1.0,2044.0,72.0,61.0
137,44,2017,-157.7973653,21.3996475,132,90,1,0,0,0,2,0.057469476,2921.7761,0.9496859532138676,-0.02153773815910176,3,1.3333333333333333,0,1.0,2044.0,72.0,61.0
134,499,2017,69.9565227,22.6006137,4,8.55,0,0,1,0,9,0.05645495,630.03076,1.7976436446082185,0.12633394090755085,0,1.8333333333333333,4,2.4,2039.0,98.0,80.0
129,196,2017,-81.5357506,25.0273356,10,1.25,1,0,0,0,1,0.29810607,324.0999,0.6285918838779749,0.019800061830491454,6,2.1666666666666665,3,2.2,2017.0,84.0,53.0
129,196,2017,-81.5357506,25.0273356,13,48.33333333,1,0,0,0,1,0.29810607,324.0999,0.6285918838779749,0.019800061830491454,6,2.1666666666666665,3,2.2,2017.0,84.0,53.0
129,196,2017,-81.5357506,25.0273356,6,NA,1,0,0,0,1,0.29810607,324.0999,0.6285918838779749,0.019800061830491454,6,2.1666666666666665,3,2.2,2017.0,84.0,53.0
129,196,2017,-81.5357506,25.0273356,21,60.45,1,0,0,0,1,0.29810607,324.0999,0.6285918838779749,0.019800061830491454,6,2.1666666666666665,3,2.2,2017.0,84.0,53.0
124,198,2017,-81,28,12,NA,1,0,0,0,1,0.055451516,651.64233,0.0,0.0,0,1.1666666666666667,0,1.6,2031.0,23.0,10.0
120,429,2017,34.9593004,29.5508922,22.6,45.06,1,0,0,0,1,0.13291189,698.36365,3.117835036902265,0.14835205612365499,3,2.0,9,2.4,2030.0,28.0,302.0
120,429,2017,34.9593004,29.5508922,12,67.18166667,0,0,1,0,3,0.13291189,698.36365,3.117835036902265,0.14835205612365499,3,2.0,9,2.4,2030.0,28.0,302.0
120,169,2017,-95.5,30,12,88,1,0,0,0,1,0.013965554,18.947369,0.0,0.0,3,2.1666666666666665,3,2.2,2017.0,48.0,2.0
240,666,2018,153.118617,-30.296478,3.3,NA,1,0,0,0,1,0.25143543,61.28302,1.2812850232232698,0.07675577250954166,6,2.0,3,2.25,2047.0,44.0,264.0
220,657,2018,148.956,-20.060883,6,87,0,0,1,0,6,0.2572102,8.165457,0.7111369461414886,0.05117725964552269,3,1.8333333333333333,4,1.75,2047.0,14.0,405.0
220,657,2018,148.8819,-20.043567,6,72,0,0,1,0,5,0.2572102,8.165457,0.7111369461414886,0.05117725964552269,3,1.8333333333333333,4,1.75,2047.0,14.0,405.0
218,654,2018,147.053257,-19.272811,6.4,31.0625,1,0,0,0,1,0.13321508,12.235881,0.7342130544351758,0.022016713461417495,6,2.0,3,2.0,2055.0,12.0,410.0
217,652,2018,146.4971995,-18.6160685,1,NA,1,0,0,0,1,0.118568264,19.408268,0.5453644207548016,0.034627083925538094,7,2.1666666666666665,4,2.25,2055.0,10.0,412.0
211,651,2018,145.822773,-15.982627,12,27,1,0,1,0,2,0.25615552,2.0488064,0.47312831096628954,0.0640531518904068,6,2.1666666666666665,3,2.25,2055.0,11.0,419.0
170,598,2018,119.2875,4.967505556,36,NA,0,0,0,0,NA,0.2867885,38.705482,1.855960051771862,0.10936224258773364,0,2.0,0,1.75,2026.0,4.0,564.0
143,222,2018,-68.7512681,18.3189059,11,10,1,0,0,0,1,0.09903009,459.86847,1.3866083941645373,0.06450224251240841,0,1.3333333333333333,0,1.75,2047.0,7.0,58.0
129,196,2018,-81.5357506,25.0273356,30,25.5,1,0,0,0,1,0.29810607,324.0999,0.6285918838779749,0.019800061830491454,6,2.1666666666666665,3,2.25,2017.0,84.0,53.0
129,196,2018,-81.5357506,25.0273356,18,56.25,1,0,0,0,1,0.29810607,324.0999,0.6285918838779749,0.019800061830491454,6,2.1666666666666665,3,2.25,2017.0,84.0,53.0
129,196,2018,-81.5357506,25.0273356,12,89,1,0,0,0,1,0.29810607,324.0999,0.6285918838779749,0.019800061830491454,6,2.1666666666666665,3,2.25,2017.0,84.0,53.0
129,196,2018,-81.5357506,25.0273356,31,59.5,0,0,0,1,1,0.29810607,324.0999,0.6285918838779749,0.019800061830491454,6,2.1666666666666665,3,2.25,2017.0,84.0,53.0
127,199,2018,-80.1373174,26.1224386,12,71.81818182,1,0,0,0,1,0.050284296,3670.3027,2.2271950939610345,0.039336722029408855,0,1.3333333333333333,0,1.25,2051.0,13.0,55.0
96,367,2018,3.676571,41.952054,48,99.1,1,0,0,0,NA,0.28030768,-9999.0,1.623823376231211,0.04991838784571162,7,2.1666666666666665,10,2.75,2042.0,42.0,3.0
196,595,NA,117.5730639,-8.2203232,NA,NA,0,0,1,0,NA,0.15146004,91.28475,1.0391244770051509,0.09387357967114607,0,0,0,0,2035.0,12.0,568.0
169,566,NA,103.2649049,5.2190041,NA,NA,1,0,1,0,NA,0.054245394,543.0,1.771137126329863,0.07769179666330198,0,0,0,0,2059.0,3.0,364.0
168,592,NA,116.0753199,5.9788398,NA,NA,0,1,0,0,NA,0.16693477,2000.172,4.39808001593602,0.12798401848836388,0,0,0,0,2026.0,8.0,559.0
168,592,NA,116.0753199,5.9788398,NA,NA,0,1,0,0,NA,0.16693477,2000.172,4.39808001593602,0.12798401848836388,0,0,0,0,2026.0,8.0,559.0
168,592,NA,116.0753199,5.9788398,NA,NA,0,1,0,0,NA,0.16693477,2000.172,4.39808001593602,0.12798401848836388,0,0,0,0,2026.0,8.0,559.0
164,557,NA,98.77841,7.740738,NA,NA,1,0,1,0,NA,0.14762029,109.39851,0.7779569004348807,0.055032891987965835,0,0,0,0,2047.0,20.0,351.0
159,559,NA,99.8403959,10.0956102,NA,NA,0,0,1,0,NA,0.339265,59.922848,0.6523530099470711,0.0785986947886303,0,0,0,0,2021.0,17.0,140.0
